[2025-11-05 23:21:47] [Tick 9 | Q1/5] auto_p1 [PID 1] pc=0/5000 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:44:23] [Tick 602 | Q3/5] p01 [PID 1] pc=502/5051 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:23] [Tick 603 | Q4/5] p01 [PID 1] pc=503/5051 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:44:23] [Tick 604 | Q5/5] p01 [PID 1] pc=504/5051 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:44:23] [Tick 605 | Q1/5] p01 [PID 1] pc=505/5051 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:23] [Tick 607 | Q2/5] p01 [PID 1] pc=506/5051 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:44:23] [Tick 608 | Q3/5] p01 [PID 1] pc=507/5051 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:44:23] [Tick 609 | Q4/5] p01 [PID 1] pc=508/5051 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:23] [Tick 610 | Q5/5] p01 [PID 1] pc=509/5051 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:44:23] [Tick 611 | Q1/5] p01 [PID 1] pc=510/5051 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:44:23] [Tick 612 | Q2/5] p01 [PID 1] pc=511/5051 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:44:23] [Tick 613 | Q2/5] p01 [PID 1] pc=511/5052 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:23] [Tick 614 | Q3/5] p01 [PID 1] pc=512/5052 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:23] [Tick 615 | Q4/5] p01 [PID 1] pc=513/5052 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:44:23] [Tick 616 | Q5/5] p01 [PID 1] pc=514/5052 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:44:23] [Tick 617 | Q1/5] p01 [PID 1] pc=515/5052 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:23] [Tick 618 | Q2/5] p01 [PID 1] pc=516/5052 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:44:23] [Tick 619 | Q3/5] p01 [PID 1] pc=517/5052 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:44:23] [Tick 620 | Q4/5] p01 [PID 1] pc=518/5052 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:44:23] [Tick 621 | Q5/5] p01 [PID 1] pc=519/5052 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:44:23] [Tick 622 | Q1/5] p01 [PID 1] pc=520/5052 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:23] [Tick 623 | Q2/5] p01 [PID 1] pc=521/5052 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:23] [Tick 624 | Q3/5] p01 [PID 1] pc=522/5052 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:44:23] [Tick 625 | Q4/5] p01 [PID 1] pc=523/5052 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:44:23] [Tick 626 | Q5/5] p01 [PID 1] pc=524/5052 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:44:23] [Tick 627 | Q5/5] p01 [PID 1] pc=524/5053 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:23] [Tick 628 | Q1/5] p01 [PID 1] pc=525/5053 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:23] [Tick 629 | Q2/5] p01 [PID 1] pc=526/5053 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:44:23] [Tick 630 | Q3/5] p01 [PID 1] pc=527/5053 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:44:23] [Tick 631 | Q4/5] p01 [PID 1] pc=528/5053 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:44:23] [Tick 632 | Q5/5] p01 [PID 1] pc=529/5053 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:44:23] [Tick 633 | Q1/5] p01 [PID 1] pc=530/5053 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:44:23] [Tick 634 | Q2/5] p01 [PID 1] pc=531/5053 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:44:23] [Tick 635 | Q3/5] p01 [PID 1] pc=532/5053 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:44:23] [Tick 636 | Q4/5] p01 [PID 1] pc=533/5053 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:44:23] [Tick 637 | Q5/5] p01 [PID 1] pc=534/5053 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:44:23] [Tick 638 | Q1/5] p01 [PID 1] pc=535/5053 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:23] [Tick 640 | Q2/5] p01 [PID 1] pc=536/5053 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:44:24] [Tick 641 | Q3/5] p01 [PID 1] pc=537/5053 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:44:24] [Tick 642 | Q4/5] p01 [PID 1] pc=538/5053 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:24] [Tick 643 | Q5/5] p01 [PID 1] pc=539/5053 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:44:24] [Tick 644 | Q5/5] p01 [PID 1] pc=539/5054 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:24] [Tick 645 | Q1/5] p01 [PID 1] pc=540/5054 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:24] [Tick 646 | Q2/5] p01 [PID 1] pc=541/5054 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:24] [Tick 647 | Q3/5] p01 [PID 1] pc=542/5054 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:24] [Tick 648 | Q4/5] p01 [PID 1] pc=543/5054 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:24] [Tick 649 | Q5/5] p01 [PID 1] pc=544/5054 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:24] [Tick 650 | Q1/5] p01 [PID 1] pc=545/5054 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:44:24] [Tick 651 | Q2/5] p01 [PID 1] pc=546/5054 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:24] [Tick 652 | Q3/5] p01 [PID 1] pc=547/5054 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:44:24] [Tick 653 | Q3/5] p01 [PID 1] pc=547/5055 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:24] [Tick 654 | Q4/5] p01 [PID 1] pc=548/5055 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:24] [Tick 655 | Q5/5] p01 [PID 1] pc=549/5055 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:44:24] [Tick 656 | Q5/5] p01 [PID 1] pc=549/5056 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:24] [Tick 657 | Q1/5] p01 [PID 1] pc=550/5056 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:24] [Tick 658 | Q2/5] p01 [PID 1] pc=551/5056 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:44:24] [Tick 659 | Q3/5] p01 [PID 1] pc=552/5056 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:44:24] [Tick 660 | Q4/5] p01 [PID 1] pc=553/5056 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:44:24] [Tick 661 | Q5/5] p01 [PID 1] pc=554/5056 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:44:24] [Tick 662 | Q1/5] p01 [PID 1] pc=555/5056 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:44:24] [Tick 663 | Q2/5] p01 [PID 1] pc=556/5056 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:44:24] [Tick 664 | Q3/5] p01 [PID 1] pc=557/5056 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:44:24] [Tick 665 | Q4/5] p01 [PID 1] pc=558/5056 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:44:24] [Tick 666 | Q5/5] p01 [PID 1] pc=559/5056 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:44:24] [Tick 667 | Q1/5] p01 [PID 1] pc=560/5056 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:24] [Tick 668 | Q2/5] p01 [PID 1] pc=561/5056 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:44:24] [Tick 669 | Q3/5] p01 [PID 1] pc=562/5056 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:24] [Tick 670 | Q4/5] p01 [PID 1] pc=563/5056 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:44:24] [Tick 671 | Q5/5] p01 [PID 1] pc=564/5056 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:44:24] [Tick 672 | Q1/5] p01 [PID 1] pc=565/5056 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:44:24] [Tick 673 | Q2/5] p01 [PID 1] pc=566/5056 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:44:24] [Tick 674 | Q3/5] p01 [PID 1] pc=567/5056 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:24] [Tick 676 | Q4/5] p01 [PID 1] pc=568/5056 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:44:24] [Tick 677 | Q5/5] p01 [PID 1] pc=569/5056 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:24] [Tick 679 | Q1/5] p01 [PID 1] pc=570/5056 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:24] [Tick 680 | Q2/5] p01 [PID 1] pc=571/5056 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:44:24] [Tick 681 | Q3/5] p01 [PID 1] pc=572/5056 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:24] [Tick 683 | Q4/5] p01 [PID 1] pc=573/5056 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:44:24] [Tick 684 | Q5/5] p01 [PID 1] pc=574/5056 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:44:24] [Tick 685 | Q5/5] p01 [PID 1] pc=574/5057 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:24] [Tick 686 | Q1/5] p01 [PID 1] pc=575/5057 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:24] [Tick 687 | Q2/5] p01 [PID 1] pc=576/5057 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:24] [Tick 689 | Q3/5] p01 [PID 1] pc=577/5057 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:44:24] [Tick 690 | Q4/5] p01 [PID 1] pc=578/5057 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:24] [Tick 692 | Q5/5] p01 [PID 1] pc=579/5057 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:24] [Tick 693 | Q1/5] p01 [PID 1] pc=580/5057 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:44:24] [Tick 694 | Q2/5] p01 [PID 1] pc=581/5057 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:44:24] [Tick 695 | Q2/5] p01 [PID 1] pc=581/5058 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:24] [Tick 696 | Q3/5] p01 [PID 1] pc=582/5058 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:24] [Tick 697 | Q4/5] p01 [PID 1] pc=583/5058 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:24] [Tick 699 | Q5/5] p01 [PID 1] pc=584/5058 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:44:24] [Tick 700 | Q1/5] p01 [PID 1] pc=585/5058 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:44:24] [Tick 701 | Q2/5] p01 [PID 1] pc=586/5058 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:44:24] [Tick 702 | Q3/5] p01 [PID 1] pc=587/5058 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:44:24] [Tick 703 | Q4/5] p01 [PID 1] pc=588/5058 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:44:24] [Tick 704 | Q4/5] p01 [PID 1] pc=588/5059 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:24] [Tick 705 | Q5/5] p01 [PID 1] pc=589/5059 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:25] [Tick 706 | Q1/5] p01 [PID 1] pc=590/5059 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:44:25] [Tick 707 | Q2/5] p01 [PID 1] pc=591/5059 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:44:25] [Tick 708 | Q3/5] p01 [PID 1] pc=592/5059 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:25] [Tick 710 | Q4/5] p01 [PID 1] pc=593/5059 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:25] [Tick 711 | Q5/5] p01 [PID 1] pc=594/5059 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:25] [Tick 712 | Q1/5] p01 [PID 1] pc=595/5059 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:44:25] [Tick 713 | Q2/5] p01 [PID 1] pc=596/5059 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:44:25] [Tick 714 | Q3/5] p01 [PID 1] pc=597/5059 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:44:25] [Tick 715 | Q4/5] p01 [PID 1] pc=598/5059 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:44:25] [Tick 716 | Q5/5] p01 [PID 1] pc=599/5059 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:44:25] [Tick 717 | Q1/5] p01 [PID 1] pc=600/5059 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:44:25] [Tick 718 | Q2/5] p01 [PID 1] pc=601/5059 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:44:25] [Tick 719 | Q2/5] p01 [PID 1] pc=601/5060 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:25] [Tick 720 | Q3/5] p01 [PID 1] pc=602/5060 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:25] [Tick 721 | Q4/5] p01 [PID 1] pc=603/5060 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:44:25] [Tick 722 | Q4/5] p01 [PID 1] pc=603/5061 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:25] [Tick 723 | Q5/5] p01 [PID 1] pc=604/5061 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:25] [Tick 724 | Q1/5] p01 [PID 1] pc=605/5061 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:25] [Tick 725 | Q2/5] p01 [PID 1] pc=606/5061 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:44:25] [Tick 726 | Q3/5] p01 [PID 1] pc=607/5061 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:44:25] [Tick 727 | Q4/5] p01 [PID 1] pc=608/5061 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:44:25] [Tick 728 | Q5/5] p01 [PID 1] pc=609/5061 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:25] [Tick 729 | Q1/5] p01 [PID 1] pc=610/5061 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:44:25] [Tick 730 | Q2/5] p01 [PID 1] pc=611/5061 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:25] [Tick 732 | Q3/5] p01 [PID 1] pc=612/5061 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:44:25] [Tick 733 | Q4/5] p01 [PID 1] pc=613/5061 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:44:25] [Tick 734 | Q4/5] p01 [PID 1] pc=613/5062 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:25] [Tick 735 | Q5/5] p01 [PID 1] pc=614/5062 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:25] [Tick 736 | Q1/5] p01 [PID 1] pc=615/5062 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:44:25] [Tick 737 | Q2/5] p01 [PID 1] pc=616/5062 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:44:25] [Tick 738 | Q2/5] p01 [PID 1] pc=616/5063 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:25] [Tick 739 | Q3/5] p01 [PID 1] pc=617/5063 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:25] [Tick 740 | Q4/5] p01 [PID 1] pc=618/5063 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:25] [Tick 742 | Q5/5] p01 [PID 1] pc=619/5063 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:25] [Tick 744 | Q1/5] p01 [PID 1] pc=620/5063 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:44:25] [Tick 745 | Q2/5] p01 [PID 1] pc=621/5063 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:25] [Tick 746 | Q3/5] p01 [PID 1] pc=622/5063 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:44:25] [Tick 747 | Q4/5] p01 [PID 1] pc=623/5063 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:25] [Tick 748 | Q5/5] p01 [PID 1] pc=624/5063 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:44:25] [Tick 749 | Q1/5] p01 [PID 1] pc=625/5063 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:25] [Tick 750 | Q2/5] p01 [PID 1] pc=626/5063 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:44:25] [Tick 751 | Q2/5] p01 [PID 1] pc=626/5064 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:25] [Tick 752 | Q3/5] p01 [PID 1] pc=627/5064 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:25] [Tick 753 | Q4/5] p01 [PID 1] pc=628/5064 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:44:25] [Tick 754 | Q5/5] p01 [PID 1] pc=629/5064 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:44:25] [Tick 755 | Q1/5] p01 [PID 1] pc=630/5064 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:44:25] [Tick 756 | Q2/5] p01 [PID 1] pc=631/5064 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:25] [Tick 758 | Q3/5] p01 [PID 1] pc=632/5064 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:44:25] [Tick 759 | Q4/5] p01 [PID 1] pc=633/5064 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:44:25] [Tick 760 | Q5/5] p01 [PID 1] pc=634/5064 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:44:25] [Tick 761 | Q1/5] p01 [PID 1] pc=635/5064 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:25] [Tick 763 | Q2/5] p01 [PID 1] pc=636/5064 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:44:25] [Tick 764 | Q3/5] p01 [PID 1] pc=637/5064 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:44:25] [Tick 765 | Q4/5] p01 [PID 1] pc=638/5064 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:44:25] [Tick 766 | Q5/5] p01 [PID 1] pc=639/5064 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:44:25] [Tick 767 | Q1/5] p01 [PID 1] pc=640/5064 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:44:25] [Tick 768 | Q2/5] p01 [PID 1] pc=641/5064 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:44:25] [Tick 769 | Q3/5] p01 [PID 1] pc=642/5064 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:44:26] [Tick 770 | Q4/5] p01 [PID 1] pc=643/5064 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:26] [Tick 771 | Q5/5] p01 [PID 1] pc=644/5064 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:44:26] [Tick 772 | Q1/5] p01 [PID 1] pc=645/5064 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:44:26] [Tick 773 | Q2/5] p01 [PID 1] pc=646/5064 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:26] [Tick 774 | Q3/5] p01 [PID 1] pc=647/5064 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:44:26] [Tick 775 | Q4/5] p01 [PID 1] pc=648/5064 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:44:26] [Tick 776 | Q4/5] p01 [PID 1] pc=648/5065 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:26] [Tick 777 | Q5/5] p01 [PID 1] pc=649/5065 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:26] [Tick 778 | Q1/5] p01 [PID 1] pc=650/5065 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:44:26] [Tick 779 | Q2/5] p01 [PID 1] pc=651/5065 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:26] [Tick 781 | Q3/5] p01 [PID 1] pc=652/5065 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:44:26] [Tick 782 | Q4/5] p01 [PID 1] pc=653/5065 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:44:26] [Tick 783 | Q5/5] p01 [PID 1] pc=654/5065 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:26] [Tick 784 | Q1/5] p01 [PID 1] pc=655/5065 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:26] [Tick 785 | Q2/5] p01 [PID 1] pc=656/5065 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:44:26] [Tick 786 | Q2/5] p01 [PID 1] pc=656/5066 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:26] [Tick 787 | Q3/5] p01 [PID 1] pc=657/5066 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:26] [Tick 788 | Q4/5] p01 [PID 1] pc=658/5066 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:44:26] [Tick 789 | Q4/5] p01 [PID 1] pc=658/5067 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:26] [Tick 790 | Q5/5] p01 [PID 1] pc=659/5067 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:26] [Tick 791 | Q1/5] p01 [PID 1] pc=660/5067 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:44:26] [Tick 792 | Q2/5] p01 [PID 1] pc=661/5067 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:26] [Tick 794 | Q3/5] p01 [PID 1] pc=662/5067 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:44:26] [Tick 795 | Q4/5] p01 [PID 1] pc=663/5067 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:44:26] [Tick 796 | Q5/5] p01 [PID 1] pc=664/5067 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:44:26] [Tick 797 | Q1/5] p01 [PID 1] pc=665/5067 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:44:26] [Tick 798 | Q2/5] p01 [PID 1] pc=666/5067 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:26] [Tick 800 | Q3/5] p01 [PID 1] pc=667/5067 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:44:26] [Tick 801 | Q4/5] p01 [PID 1] pc=668/5067 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:44:26] [Tick 802 | Q5/5] p01 [PID 1] pc=669/5067 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:44:26] [Tick 803 | Q1/5] p01 [PID 1] pc=670/5067 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:44:26] [Tick 804 | Q2/5] p01 [PID 1] pc=671/5067 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:44:26] [Tick 805 | Q3/5] p01 [PID 1] pc=672/5067 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:44:26] [Tick 806 | Q4/5] p01 [PID 1] pc=673/5067 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:44:26] [Tick 807 | Q5/5] p01 [PID 1] pc=674/5067 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:44:26] [Tick 808 | Q1/5] p01 [PID 1] pc=675/5067 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:26] [Tick 809 | Q2/5] p01 [PID 1] pc=676/5067 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:44:26] [Tick 810 | Q3/5] p01 [PID 1] pc=677/5067 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:26] [Tick 811 | Q4/5] p01 [PID 1] pc=678/5067 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:44:26] [Tick 812 | Q5/5] p01 [PID 1] pc=679/5067 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:44:26] [Tick 813 | Q1/5] p01 [PID 1] pc=680/5067 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:26] [Tick 815 | Q2/5] p01 [PID 1] pc=681/5067 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:44:26] [Tick 816 | Q3/5] p01 [PID 1] pc=682/5067 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:26] [Tick 818 | Q4/5] p01 [PID 1] pc=683/5067 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:44:26] [Tick 819 | Q5/5] p01 [PID 1] pc=684/5067 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:44:26] [Tick 820 | Q1/5] p01 [PID 1] pc=685/5067 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:44:26] [Tick 821 | Q2/5] p01 [PID 1] pc=686/5067 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:44:26] [Tick 822 | Q3/5] p01 [PID 1] pc=687/5067 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:44:26] [Tick 823 | Q4/5] p01 [PID 1] pc=688/5067 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:44:26] [Tick 824 | Q5/5] p01 [PID 1] pc=689/5067 -> SLEEP(2) | State=RUNNING
